Index,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
7754,Greens,2.0,193.88021760880002,18790.1061885296,Social,64.6267392029334,No,290.74817049839197,Yes,Female,By_16:00,0.9952651106286791,0.796757124364376,2.2228210023604302,3.60753535293043,2.75727537460625,4.79910964146256,4452.0,62.3440405819565,476.545204440154,3860.57211386423,56897.37476741769,No,84534.4986481621,21.829915355771604,233.68394396877702,60.950709879398296,4251.24215920691,70.0,30-45,1.0,758.6402730836451,12.0,Motorcycle_or_truck,Services_or_Retail,601.349544075335,0.0,No
8004,Greens,3.0,437.032341183637,45068.234184972694,Education,145.677447061212,No,309.370016389946,,Female,After_16:00,0.617171291727573,0.00920419138856232,5.659239827655259,1.9097449723631101,0.4867267771624029,9.17888917028904,8254.0,93.73790922109042,517.1678226186181,4128.03580913669,61335.9553710853,No,95709.80704111529,22.7413241175315,236.708707731071,10.067234165035199,21377.5960293336,100.0,30-45,1.0,816.023678581984,13.0,Motorcycle_or_truck,Public_Sector,639.271273172467,1.0,No
3223,Purples,9.0,93.02123844870908,14122.0960276668,Environment,31.007079482903,No,455.44747403422997,Yes,Male,After_16:00,0.481661834055558,0.444897453766316,3.31082808785141,1.97805439354852,7.4729850608855495,7.010873453691599,8766.0,99.65665976051241,377.123856567391,5308.722453477079,49407.7651462631,No,207432.40160416102,19.4196770459087,130.703928226704,23.0759244645014,1002.4460575419699,90.0,30-45,2.0,634.852947929072,11.0,Foot_or_bicycle,Services_or_Retail,499.793459229993,1.0,Yes
9832,Purples,5.0,87.6701745981211,10821.1259002388,Education,29.223391532707,No,370.289871664201,Yes,Male,By_16:00,0.531997772399336,0.215558525174856,1.74874828429893,2.37489319173619,9.71033545676619,8.775087858084591,5084.0,68.730354658328,439.94800041563104,4582.79471747327,51328.519585245704,No,137114.58905709,20.974937435321,160.169140062791,31.3707298133522,893.2300042066,100.0,45_and_up,2.0,646.846355664484,16.0,Foot_or_bicycle,Student_or_Unemployed,427.72833624799205,0.0,No
3562,Oranges,1.0,527.0202888890229,73688.3409316024,Military,175.673429629674,No,419.46207281852503,Yes,Male,After_16:00,0.937596088973805,0.46853362699039297,8.47758014686406,3.21679589338601,7.1475226059556,8.25588656822219,4844.0,60.230635432526505,340.47889304422,4875.5785142736895,45491.3663865105,Maybe,175948.43053321398,18.452070156061602,179.452383748646,50.17604550812389,31046.827307481803,30.0,30-45,4.0,590.164161131607,6.0,Car,Student_or_Unemployed,483.57390021991097,0.0,No
6894,Greens,9.0,448.669881363519,45749.9719419523,Financial,149.556627121173,No,305.904009889745,Yes,Female,After_16:00,0.9524156311526891,0.896304547088221,0.7696710410527879,7.5342987966723705,8.217307631857691,2.3047915589995696,5966.0,59.367967885918894,522.526320694541,4104.09274028654,61612.9231454557,No,93577.26326662539,22.8588346311561,237.633572826595,94.2225938197225,22526.741342982798,60.0,45_and_up,1.0,818.4825531307291,10.0,Car,Services_or_Retail,635.2369270333339,2.0,No
3786,Reds,3.0,35.651690779658,5168.32506525975,Other,11.8838969265527,No,434.90153921749,Yes,Male,By_16:00,0.909339737612754,0.634785495698452,8.824465754441919,5.2949411584995705,1.9194859708659398,0.9075636090710759,6942.0,39.395391056314104,382.824498016491,5114.66438820788,49345.8763064912,Maybe,189139.348813742,19.5659014107833,134.256294859208,81.39203682076192,163.11090308748,50.0,Below_30,3.0,634.262426016473,7.0,Motorcycle_or_truck,Public_Sector,492.46044775976503,0.0,No
9961,Browns,9.0,601.109224708356,100122.896969981,Education,200.36974156945203,No,499.690702726571,Yes,Male,By_16:00,0.304982820991427,0.19167934171855397,8.56398065108806,2.32145250309259,3.02162722218782,2.67707644496113,6181.0,91.17762909736479,473.83097550255997,5944.5689782708305,56548.0779132707,No,249690.79839137397,21.767658934818,64.3905956013341,93.2547733653337,40358.403078178395,100.0,45_and_up,3.0,697.0008161970089,9.0,Car,Public_Sector,441.16773594409597,1.0,
6610,Browns,3.0,703.9838514299789,66451.0330444647,Financial,234.661283809993,No,283.178511450873,Yes,Female,By_16:00,0.23970814235508398,0.7759086622390899,0.977141633629799,1.92844249773771,9.87141221296042,7.8017499204725,6383.0,83.9011058211327,371.869792240133,3575.524698989,43293.2775156271,No,80190.06934753241,19.2839257476307,279.172010855903,6.72197570092976,55310.5794031641,60.0,45_and_up,2.0,552.775869416678,6.0,Public_or_other,Student_or_Unemployed,379.550410510942,0.0,Yes
9073,Greens,5.0,401.842156033205,35206.8192671161,Healthcare,133.94738534440202,No,262.840660731028,Yes,Female,By_16:00,0.9409325486049059,0.21914936392568105,6.511668299790469,2.37146188504994,0.86348453303799,8.75383280217648,4593.0,51.2641776818782,484.16279297260803,3596.73219325549,58670.657826573704,No,69085.2129335231,22.003699529229397,293.733336711999,4.34455149807036,18085.849425946002,80.0,Below_30,1.0,798.320648364485,13.0,Car,Services_or_Retail,672.580137232071,0.0,No
6560,Yellows,5.0,-288.76877812053397,-64160.2837752714,Healthcare,-96.25625937351141,Yes,666.557003075558,No,Male,By_16:00,0.850395139073953,0.76558177638799,6.09041545074433,0.25652171578258304,0.13271201169118302,3.6149785108864303,4126.0,3.3617723500356096,533.841940797319,7733.25391235022,62130.7371109211,Yes,444298.23834906897,23.105019818154698,225.484244155943,42.0913441805169,9179.0112092072,80.0,45_and_up,4.0,723.0245947392959,12.0,Public_or_other,Student_or_Unemployed,351.82229542830595,0.0,Yes
5948,Turquoises,5.0,1530.84892547895,256467.554009522,Environment,510.28297515964897,Yes,502.59868836361295,No,Male,By_16:00,0.20278501883149103,0.228394676931202,3.8922519586049,1.6740307607688,1.12830412806943,3.30369180534035,4183.0,79.01591041591021,411.491714876365,5848.97031338886,52286.6346217135,Yes,252605.441544824,20.285258560747103,93.30900127026659,39.3188122659922,260908.997712943,90.0,Below_30,1.0,655.887623734283,11.0,Public_or_other,Industry_or_other,470.570423018387,1.0,Yes
4888,Purples,5.0,316.56865952703,45081.486137053704,Social,105.52288650901,No,427.21998637901606,Yes,Female,By_16:00,0.629687931155786,0.20010236487723898,1.98800347512588,0.723861437290907,6.06542291352525,1.2152024544775502,3450.0,74.5454334886745,360.395694885965,4992.99125356209,46657.40082321769,No,182516.916761686,18.984090573055198,162.622107296779,24.8762895585969,11250.6024637024,,45_and_up,2.0,596.7086775982531,11.0,Motorcycle_or_truck,Public_Sector,459.261107125966,0.0,Yes
2012,Oranges,1.0,868.3232138301261,128473.298441181,Other,289.441071276709,No,443.866856470963,Yes,Female,By_16:00,0.936702952953056,0.182863266207278,5.097921318374571,9.20493832789361,8.579227731097491,7.41023547481745,6578.0,20.201504649594398,339.095965812152,5116.860496333929,43950.0473417066,Maybe,197017.78627341398,18.4145585288421,195.92284481028702,34.7128612454981,84075.5748130854,50.0,45_and_up,2.0,551.239000893859,11.0,Public_or_other,Hightech,403.331892031653,3.0,Yes
9605,Browns,2.0,169.041425635925,30373.6185478429,Social,56.3471418786417,No,539.044528882414,No,Female,After_16:00,0.10341807664372,0.323884750949219,3.3529305364936604,2.11717608850449,0.7214536494575441,3.7273573642596602,8487.0,57.3045464232564,505.830606077641,6402.10650097942,61567.988739688,No,290569.004118063,22.490678204039103,43.8265495840953,71.4773705927655,3241.34753977042,70.0,Below_30,4.0,768.669025803241,7.0,Public_or_other,Hightech,519.034054890246,1.0,No
706,Greens,10.0,540.237351528649,50878.22244609,Social,180.07911717621602,No,282.532607022408,Yes,Female,After_16:00,0.377543792594224,0.159246914088726,5.423391091171651,1.68770955875516,0.506546769756824,9.37061577104032,7239.0,67.25316473748529,518.763200545568,3862.85247131521,60457.802973983205,No,79824.6740308782,22.776373735640398,246.893081416023,58.443075488321504,32618.5675601417,70.0,Below_30,2.0,802.8291109966619,11.0,Foot_or_bicycle,Hightech,615.37793960682,0.0,No
4694,Purples,6.0,427.28445620780997,55517.7441757119,Financial,142.42815206927,No,389.7947376914,Yes,Male,After_16:00,0.6654736644122751,0.576427632709965,2.06228350521997,8.15913441125304,1.36447241064161,1.52507465565577,6895.0,29.6317301923409,388.779139550292,4675.5056560145795,50232.7003126653,No,151939.937531907,19.7174830936986,162.543087403931,98.0406966991723,20438.2066539364,60.0,45_and_up,4.0,660.703712579362,9.0,Public_or_other,Industry_or_other,543.646026429919,0.0,No
4847,Greys,3.0,550.743905398929,78911.2466270481,Foreign_Affairs,183.58130179964297,No,429.843594382887,Yes,Female,After_16:00,0.296427838038653,0.299200957873836,3.38095049839467,8.330874023959039,7.940830385778099,6.00794612197205,8331.0,68.494209414348,426.518388880477,5151.47272158983,50152.8863582475,Maybe,184765.515632,20.652321634152397,157.759724681721,31.750991172157196,33895.6756722512,40.0,30-45,2.0,616.504695154637,6.0,Motorcycle_or_truck,Hightech,379.307571447838,1.0,Yes
3341,Yellows,1.0,1286.0399975010198,111874.823936566,Education,428.679999167006,Yes,260.975142656425,Yes,Female,After_16:00,0.30268284934572903,0.908953155158088,1.24585489742458,6.01208300562575,1.39720891369507,5.7130934856832,6015.0,10.976487048901598,547.162593346839,3704.0766132579297,57868.295912565096,Yes,68108.0250845414,23.3915068635357,256.449142326225,74.5676819700748,184205.221684991,100.0,,4.0,728.515826966031,13.0,Public_or_other,Services_or_Retail,419.94395737646795,1.0,Yes
2287,Greens,3.0,324.90931553131503,31819.3804671506,Healthcare,108.30310517710501,No,293.799336732934,Yes,Female,After_16:00,0.0558130291756243,0.39771182439290004,0.603679404594004,9.681263735983519,5.751472557894889,2.1365390135906597,5096.0,99.2463321890682,494.980309737793,3927.95398680492,59555.3091784699,No,86318.0502647117,22.248152951150605,255.35186504673402,,11847.8656961802,80.0,45_and_up,4.0,800.129509719624,12.0,Motorcycle_or_truck,Industry_or_other,650.5345945646341,0.0,Yes
1738,Purples,7.0,179.99327988424199,23192.8874972381,Financial,59.997759961414005,No,386.562556871356,Yes,Male,By_16:00,0.0893400423228741,0.38780739787034707,1.74616387113929,0.23620877182111102,5.03274997230619,0.637729922309518,5536.0,2.34084150288254,420.43632063572096,4706.498209985,51321.3831067867,No,149430.61037492,20.5045439021628,139.56631497130698,5.8670764323324,,60.0,45_and_up,0.0,658.6775092400679,12.0,Motorcycle_or_truck,Student_or_Unemployed,483.257129961567,1.0,Yes
8976,Greens,1.0,234.607645362274,26084.831851289902,Education,78.2025484540913,No,333.554754505257,Yes,Male,After_16:00,0.22599860699847305,0.808672425569966,8.261452252045268,8.61000842880458,0.820151031948626,5.0423422199674,5712.0,58.7222551461309,534.3913018454531,4404.330148743479,63472.585875435,No,111258.77425306199,23.1169051095827,229.611529741188,66.587453824468,6203.841133168579,100.0,30-45,0.0,841.500058007289,14.0,Car,Services_or_Retail,654.38482179171,0.0,No
1903,Pinks,10.0,139.236087427899,11381.4722961715,Education,46.412029142632896,No,245.226776471981,Yes,Male,After_16:00,0.8305877142120149,0.182725823717192,8.753424612805249,3.9525816170498698,4.80607395991683,9.821640648879109,4773.0,37.6224688719958,406.702514302983,3265.67279332577,46175.2736137954,No,60136.1718988388,20.1668667448115,285.31058504202997,87.0975310914218,2210.4884782792396,100.0,Below_30,1.0,596.429228987993,11.0,Public_or_other,Industry_or_other,411.74857693622,1.0,No
1298,Purples,4.0,580.197788752808,93265.7419964846,Education,193.399262917603,No,,Yes,Female,By_16:00,0.73869864968583,0.605645098024979,0.568331608083099,8.84094062261283,0.9790535341016949,1.0692782327532802,6708.0,94.1197130596265,390.40508488910797,5603.2557463273,51421.2524014817,No,232559.813387779,19.7586711316603,113.05508427072901,35.0233676144853,37606.6741599896,100.0,Below_30,2.0,660.256165431331,12.0,Car,Public_Sector,521.334266531287,0.0,Yes
8910,Purples,8.0,138.24136148761102,22728.7625276239,Social,46.0804538292037,No,493.240856782087,Yes,Female,By_16:00,0.857762054540217,0.17094973544590197,7.5713970069773495,7.86387295695022,7.15144370682538,5.9346194099634895,7992.0,35.349302971735604,375.795837551723,5684.00024292432,48377.1504880972,No,243286.542799127,19.3854542776723,141.92066145265198,68.8275724183768,2179.48867893458,70.0,30-45,2.0,603.3748811848429,11.0,Public_or_other,Industry_or_other,431.669083420168,0.0,Yes
9769,Browns,6.0,504.639132725343,79062.313718056,Education,168.213044241781,No,470.01297714115304,Yes,Male,After_16:00,0.5858619438949971,,7.28770728455856,9.911567643284801,7.715478760655969,6.93393789697438,9168.0,57.445200835354605,427.70499322262395,5555.53975785678,52523.6879073618,No,,,93.6537399325503,32.0679533062503,28473.8412973292,,30-45,2.0,656.219875052569,9.0,Car,Hightech,448.568166876186,1.0,Yes
6191,Browns,7.0,336.826301706973,53894.13752397901,Environment,112.27543390232401,No,480.01718319668197,Yes,Female,By_16:00,0.711823252029717,0.848664111457765,5.523559169378131,0.30353436479345003,7.71816555410624,0.887129986658692,8542.0,55.58919215109199,458.04135313534005,5716.2545382375,55822.3045929978,No,230416.496164077,21.4019006897831,50.967974613941,99.18145181145522,12728.0484918575,90.0,30-45,2.0,699.775984572496,8.0,Public_or_other,Public_Sector,479.074096862043,0.0,Yes
5904,Turquoises,9.0,1859.7182629554502,290003.076632436,Healthcare,619.906087651816,Yes,467.817758865634,Yes,Female,By_16:00,0.478203057777137,0.648401103215292,5.10624493472278,1.47771480726078,6.50771308457479,5.80961413681507,8520.0,10.2322256658226,429.697728466265,5537.573045588871,52402.8563287463,Yes,218853.45551006397,20.7291516581423,99.10283564185178,45.5650894204155,384913.463595433,80.0,45_and_up,4.0,652.512691304666,11.0,Motorcycle_or_truck,Public_Sector,438.00591959693,0.0,Yes
8849,Greens,3.0,390.01389136278505,36114.5390339262,Social,130.004630454262,No,277.794251694997,Yes,Female,By_16:00,0.138762816553935,0.8583993439096959,8.835167449433358,6.24594789696857,2.5268438784405602,2.7739401999861,5624.0,58.6908899014816,484.52954097695294,3747.00159890387,57360.7300311175,No,77169.6462747831,22.012031732144898,245.530650978068,11.5814770106226,17041.2085700034,70.0,45_and_up,2.0,765.505239747591,11.0,Public_or_other,,603.298455397666,0.0,No
6363,Pinks,8.0,491.06356517732,114453.81344145,Environment,,No,699.2199476260561,No,Male,By_16:00,0.841737139737234,0.275485939811915,4.34056370751932,0.238761950749904,4.8791929963044804,4.82956425752491,9644.0,35.5163471074775,661.112308412993,8314.42409308654,76095.8664623691,No,488908.535158184,25.7121043170914,256.333599108892,66.9307213509455,26967.4017489102,90.0,45_and_up,1.0,911.013130588358,8.0,Car,Student_or_Unemployed,492.180116508119,1.0,Yes
2037,Browns,4.0,469.50806550399597,76564.8948174213,Healthcare,156.502688501332,No,489.22415040026397,Yes,Male,After_16:00,0.0921472327318043,0.0446762940846384,6.4540810813195995,5.3476396808400795,1.10371783841401,0.32857893966138396,6249.0,74.864878389053,403.25669139155997,5698.75488678576,51164.083183098606,No,239340.26933486,20.08125223664,105.128675261101,76.5065890038386,24659.5941966462,80.0,Below_30,2.0,641.999900661329,8.0,Motorcycle_or_truck,Industry_or_other,460.292926737796,0.0,Yes
3013,Greens,7.0,579.131193749586,48260.863756409104,Environment,193.043731249862,No,249.999642277654,Yes,Male,By_16:00,0.396936831995845,0.5479914722964171,4.42990554263815,3.28546823002398,7.018421108368781,2.89509801659733,8942.0,77.6075382484123,498.25619728102305,3496.5088173385802,59568.5432217263,No,62499.8211389549,22.3216531036799,303.509375810915,15.645194170065201,37468.9259061188,90.0,45_and_up,3.0,809.4751835312151,12.0,Car,Public_Sector,672.0892835010591,0.0,No
7878,Browns,2.0,70.4768752189357,11390.9944395228,Environment,23.4922917396452,No,484.882214377558,Yes,Female,By_16:00,0.311764791840687,0.348373634275049,4.16719270171598,6.77570162108168,8.079724588897081,8.40314933098853,6689.0,2.6705779833719103,440.43711564975604,5729.69637507509,53456.3102962708,No,235110.76181968398,20.9865937124097,90.2956013037264,69.30669348221271,585.3800629202481,90.0,45_and_up,2.0,661.8021342154029,9.0,Foot_or_bicycle,Services_or_Retail,433.84101738573304,0.0,No
6568,Turquoises,5.0,1392.8291816164701,203408.81043639997,Education,464.276393872156,Yes,438.120079162179,Yes,Male,By_16:00,0.854046008549631,0.34405276249162897,9.775023222900929,5.7962667755782595,0.22734209196642,0.9053017804399129,8361.0,51.5136721543968,501.780163836765,5384.76111929532,,Yes,191949.203765074,22.4004500811204,109.069710373735,7.33018051832914,216026.846300806,100.0,45_and_up,0.0,700.514522478742,12.0,Public_or_other,Public_Sector,410.200734218872,0.0,No
8950,Greens,6.0,364.353380296908,33163.633590522004,Social,121.451126765636,No,273.061555489047,Yes,Male,By_16:00,0.505568048916757,0.548814171692356,0.082847538869828,2.4188204295933198,8.92072993796319,0.47472502104938,4160.0,17.9353770799935,512.4965466226951,3755.6086481358598,60709.1833614175,No,74562.6130860978,22.638386572869898,275.163147722007,52.9379537329078,14881.827319408301,70.0,45_and_up,3.0,816.1055081242889,13.0,Car,Industry_or_other,655.104921229918,0.0,No
1222,Blues,4.0,1129.94478266167,843.975234488105,Social,376.64826088722197,Yes,2.2407517095660094,Yes,Female,After_16:00,0.254702775971964,,9.66258531436324,7.222609159070999,5.05141925998032,0.257720095105469,9037.0,93.9263782463968,102.664351632234,227.736220360129,21457.6429793672,Yes,5.0209682239229805,10.1323418631743,641.205310112133,43.2993266265839,142250.560690256,70.0,45_and_up,2.0,379.71768880792,13.0,Motorcycle_or_truck,Industry_or_other,574.191394335905,1.0,Yes
6882,Greens,10.0,130.1969551442,13534.3091931081,Social,43.3989850480667,No,311.85773533916,Yes,Female,By_16:00,0.6247537054587161,0.7174778911285099,9.86419534310699,3.6656140023842503,6.99229578720406,9.54966159537435,9054.0,,454.29768023137296,4027.17271385435,56785.113439184,No,97255.24709086961,21.314260020732,250.057652015758,76.87967969104649,1936.87088825038,70.0,45_and_up,2.0,769.1779796532049,9.0,Public_or_other,Hightech,658.248587822105,0.0,Yes
4258,Purples,6.0,109.893809674107,13765.9996068833,Social,36.6312698913689,No,375.799136849657,Yes,Female,By_16:00,0.848461232148111,0.413784415926784,9.9685273389332,4.02107087196782,0.908289521466941,5.4186742752790495,4061.0,25.432149856351298,446.795882313991,4651.58313312455,55275.1719970804,No,141224.991256947,21.137546743035,152.836315947514,88.83400768972929,1388.48120374568,70.0,Below_30,2.0,725.411774844013,12.0,Car,Hightech,571.431134152912,2.0,No
3311,Blues,8.0,1223.21837176482,200480.780312822,Social,407.73945725493996,Yes,491.68844649604597,Yes,Female,After_16:00,0.0886193115729839,0.9804849452339108,3.0162671906873597,6.0006248578429195,7.3974870564416095,9.96555041288957,9426.0,50.441338843666,,5911.4110811563905,51506.9773799205,Yes,241757.528417695,22.299401518829303,353.707860131063,16.1717024166137,166669.204459808,70.0,30-45,2.0,569.906020669305,13.0,Motorcycle_or_truck,Industry_or_other,146.400397463063,2.0,Yes
1736,Greys,8.0,246.76073508237099,36535.606760134,Military,82.2535783607902,No,444.182581332538,Yes,Male,After_16:00,0.45317937899380895,0.452343810582533,0.763159438502043,3.4574837959371503,0.754987271502614,5.724389962852,3350.0,30.846309824846696,391.396864816467,5224.61954295832,47917.2360584862,Maybe,197298.16555923698,19.783752546381802,161.915236564724,99.1578142158687,6857.90473151545,30.0,45_and_up,2.0,593.509849305373,6.0,Motorcycle_or_truck,Industry_or_other,393.66882567459703,0.0,No
940,Pinks,3.0,84.283999838919,18777.4408048006,Financial,28.094666612972997,No,668.363183072261,No,Female,After_16:00,0.7650756961666049,0.706617312738672,3.9067306718789,5.5834614741615995,6.89172336831689,2.7505084010772403,4667.0,73.103919881396,635.952152723405,,73276.7810963126,No,446709.344486484,25.218091774030103,217.32895808283,0.4051061347126961,827.404958707072,60.0,Below_30,,879.1592289368081,7.0,Car,Public_Sector,479.931946357034,0.0,No
3190,Blues,3.0,1039.18644290565,227106.768123809,Healthcare,346.395480968551,Yes,655.6285534926719,No,Female,After_16:00,0.9889404992572959,0.9402479110285641,2.0080040534958203,5.67707336973399,1.24246960738674,4.13026721449569,7329.0,95.67457740195101,514.169164317467,7584.62386356165,66802.770674553,Yes,429848.80015489296,,204.211715564678,74.2998245637864,120346.224716402,80.0,45_and_up,0.0,844.0444971432539,10.0,Car,Hightech,631.458787816533,0.0,No
9689,Purples,6.0,248.07000631971297,34962.4657058561,Environment,82.69000210657109,No,422.813699542496,Yes,Female,After_16:00,0.27622868004255,0.632612379267812,3.74971445184201,6.53056379174814,1.8230522051453601,1.41024857992306,3148.0,16.6487396229059,407.65521379901605,5043.44742302299,,No,178771.424520812,20.1904733426192,125.871269482915,12.695496715605302,6930.3264504913,90.0,30-45,0.0,677.598568745762,13.0,Motorcycle_or_truck,Industry_or_other,536.855012744795,0.0,No
